,Order Date,Sub-Category,Discount,Sales,Quantity,Profit
0,2015-07-01,Binders,0.2,19.92,5,6.9719999999999995
1,2015-07-01,Binders,0.7,5.184000000000001,6,-3.6288
2,2015-07-01,Phones,0.2,575.92,2,71.98999999999998
3,2015-07-01,Paper,0.0,0.0,0,0.0
4,2015-07-01,Furnishings,0.0,0.0,0,0.0
5,2015-07-01,Storage,0.0,0.0,0,0.0
6,2015-07-01,Art,0.0,0.0,0,0.0
7,2015-07-01,Accessories,0.0,0.0,0,0.0
8,2015-07-01,Chairs,0.0,0.0,0,0.0
9,2015-07-01,Appliances,0.0,0.0,0,0.0
10,2015-07-01,Labels,0.0,0.0,0,0.0
11,2015-07-01,Tables,0.0,0.0,0,0.0
12,2015-07-01,Envelopes,0.0,0.0,0,0.0
13,2015-07-01,Bookcases,0.0,0.0,0,0.0
14,2015-07-01,Fasteners,0.0,0.0,0,0.0
15,2015-07-01,Supplies,0.0,0.0,0,0.0
16,2015-07-01,Machines,0.0,0.0,0,0.0
17,2015-07-01,Copiers,0.0,0.0,0,0.0
18,2015-07-02,Art,0.0,5.58,1,2.1762
19,2015-07-02,Phones,0.0,73.98,2,19.974600000000002
20,2015-07-02,Paper,0.0,0.0,0,0.0
21,2015-07-02,Binders,0.0,0.0,0,0.0
22,2015-07-02,Furnishings,0.0,0.0,0,0.0
23,2015-07-02,Storage,0.0,0.0,0,0.0
24,2015-07-02,Accessories,0.0,0.0,0,0.0
25,2015-07-02,Chairs,0.0,0.0,0,0.0
26,2015-07-02,Appliances,0.0,0.0,0,0.0
27,2015-07-02,Labels,0.0,0.0,0,0.0
28,2015-07-02,Tables,0.0,0.0,0,0.0
29,2015-07-02,Envelopes,0.0,0.0,0,0.0
30,2015-07-02,Bookcases,0.0,0.0,0,0.0
31,2015-07-02,Fasteners,0.0,0.0,0,0.0
32,2015-07-02,Supplies,0.0,0.0,0,0.0
33,2015-07-02,Machines,0.0,0.0,0,0.0
34,2015-07-02,Copiers,0.0,0.0,0,0.0
