,Order Date,Sub-Category,Discount,Sales,Quantity,Profit
0,2015-10-01,Fasteners,0.0,4.71,1,0.0
1,2015-10-01,Paper,0.0,0.0,0,0.0
2,2015-10-01,Binders,0.0,0.0,0,0.0
3,2015-10-01,Furnishings,0.0,0.0,0,0.0
4,2015-10-01,Phones,0.0,0.0,0,0.0
5,2015-10-01,Storage,0.0,0.0,0,0.0
6,2015-10-01,Art,0.0,0.0,0,0.0
7,2015-10-01,Accessories,0.0,0.0,0,0.0
8,2015-10-01,Chairs,0.0,0.0,0,0.0
9,2015-10-01,Appliances,0.0,0.0,0,0.0
10,2015-10-01,Labels,0.0,0.0,0,0.0
11,2015-10-01,Tables,0.0,0.0,0,0.0
12,2015-10-01,Envelopes,0.0,0.0,0,0.0
13,2015-10-01,Bookcases,0.0,0.0,0,0.0
14,2015-10-01,Supplies,0.0,0.0,0,0.0
15,2015-10-01,Machines,0.0,0.0,0,0.0
16,2015-10-01,Copiers,0.0,0.0,0,0.0
17,2015-10-02,Accessories,0.2,7.16,1,-0.08950000000000102
18,2015-10-02,Envelopes,0.2,12.768,6,4.628400000000001
19,2015-10-02,Fasteners,0.2,4.672,2,1.4599999999999997
20,2015-10-02,Paper,0.2,9.408,2,3.4103999999999997
21,2015-10-02,Phones,0.2,548.7760000000001,5,127.61789999999999
22,2015-10-02,Supplies,0.2,15.36,2,-3.2639999999999993
23,2015-10-02,Binders,0.0,0.0,0,0.0
24,2015-10-02,Furnishings,0.0,0.0,0,0.0
25,2015-10-02,Storage,0.0,0.0,0,0.0
26,2015-10-02,Art,0.0,0.0,0,0.0
27,2015-10-02,Chairs,0.0,0.0,0,0.0
28,2015-10-02,Appliances,0.0,0.0,0,0.0
29,2015-10-02,Labels,0.0,0.0,0,0.0
30,2015-10-02,Tables,0.0,0.0,0,0.0
31,2015-10-02,Bookcases,0.0,0.0,0,0.0
32,2015-10-02,Machines,0.0,0.0,0,0.0
33,2015-10-02,Copiers,0.0,0.0,0,0.0
34,2015-10-03,Accessories,0.2,142.488,3,-3.5622000000000043
35,2015-10-03,Art,0.2,62.17600000000001,5,4.663199999999999
36,2015-10-03,Binders,0.8,1.7879999999999996,3,-3.0396
37,2015-10-03,Chairs,0.2,122.352,3,13.764599999999994
38,2015-10-03,Chairs,0.3,258.279,3,-70.10430000000002
39,2015-10-03,Envelopes,0.2,14.480000000000002,5,4.886999999999999
40,2015-10-03,Fasteners,0.2,19.416,7,-2.8992000000000004
41,2015-10-03,Furnishings,0.6,31.776000000000003,3,-19.065600000000007
42,2015-10-03,Labels,0.2,4.928000000000001,2,1.7247999999999997
43,2015-10-03,Storage,0.2,61.568,2,4.6175999999999995
44,2015-10-03,Tables,0.2,143.432,1,3.5857999999999848
45,2015-10-03,Paper,0.0,0.0,0,0.0
46,2015-10-03,Phones,0.0,0.0,0,0.0
47,2015-10-03,Appliances,0.0,0.0,0,0.0
48,2015-10-03,Bookcases,0.0,0.0,0,0.0
49,2015-10-03,Supplies,0.0,0.0,0,0.0
50,2015-10-03,Machines,0.0,0.0,0,0.0
51,2015-10-03,Copiers,0.0,0.0,0,0.0
52,2015-10-04,Binders,0.2,95.64800000000001,2,31.08559999999999
53,2015-10-04,Chairs,0.1,589.41,5,-6.549000000000049
54,2015-10-04,Labels,0.0,43.69,9,20.534299999999998
55,2015-10-04,Paper,0.0,0.0,0,0.0
56,2015-10-04,Furnishings,0.0,0.0,0,0.0
57,2015-10-04,Phones,0.0,0.0,0,0.0
58,2015-10-04,Storage,0.0,0.0,0,0.0
59,2015-10-04,Art,0.0,0.0,0,0.0
60,2015-10-04,Accessories,0.0,0.0,0,0.0
61,2015-10-04,Appliances,0.0,0.0,0,0.0
62,2015-10-04,Tables,0.0,0.0,0,0.0
63,2015-10-04,Envelopes,0.0,0.0,0,0.0
64,2015-10-04,Bookcases,0.0,0.0,0,0.0
65,2015-10-04,Fasteners,0.0,0.0,0,0.0
66,2015-10-04,Supplies,0.0,0.0,0,0.0
67,2015-10-04,Machines,0.0,0.0,0,0.0
68,2015-10-04,Copiers,0.0,0.0,0,0.0
69,2015-10-05,Accessories,0.0,99.98,2,34.992999999999995
70,2015-10-05,Appliances,0.2,91.92,5,11.489999999999991
71,2015-10-05,Paper,0.0,0.0,0,0.0
72,2015-10-05,Binders,0.0,0.0,0,0.0
73,2015-10-05,Furnishings,0.0,0.0,0,0.0
74,2015-10-05,Phones,0.0,0.0,0,0.0
75,2015-10-05,Storage,0.0,0.0,0,0.0
76,2015-10-05,Art,0.0,0.0,0,0.0
77,2015-10-05,Chairs,0.0,0.0,0,0.0
78,2015-10-05,Labels,0.0,0.0,0,0.0
79,2015-10-05,Tables,0.0,0.0,0,0.0
80,2015-10-05,Envelopes,0.0,0.0,0,0.0
81,2015-10-05,Bookcases,0.0,0.0,0,0.0
82,2015-10-05,Fasteners,0.0,0.0,0,0.0
83,2015-10-05,Supplies,0.0,0.0,0,0.0
84,2015-10-05,Machines,0.0,0.0,0,0.0
85,2015-10-05,Copiers,0.0,0.0,0,0.0
86,2015-10-06,Accessories,0.0,9.09,3,1.9088999999999996
87,2015-10-06,Binders,0.0,15.36,2,7.68
88,2015-10-06,Storage,0.0,386.34,2,54.08760000000001
89,2015-10-06,Storage,0.2,83.92000000000002,5,-13.637000000000011
90,2015-10-06,Paper,0.0,0.0,0,0.0
91,2015-10-06,Furnishings,0.0,0.0,0,0.0
92,2015-10-06,Phones,0.0,0.0,0,0.0
93,2015-10-06,Art,0.0,0.0,0,0.0
94,2015-10-06,Chairs,0.0,0.0,0,0.0
95,2015-10-06,Appliances,0.0,0.0,0,0.0
