,Order Date,Sub-Category,Discount,Sales,Quantity,Profit
0,2015-11-01,Appliances,0.0,610.06,5,176.91739999999993
1,2015-11-01,Art,0.0,5.64,3,1.6355999999999997
2,2015-11-01,Art,0.2,53.44800000000001,6,5.2164
3,2015-11-01,Binders,0.7,25.560000000000006,5,-20.55239999999999
4,2015-11-01,Fasteners,0.2,7.52,5,1.4099999999999997
5,2015-11-01,Furnishings,0.0,31.68,6,9.820799999999998
6,2015-11-01,Furnishings,0.2,68.704,2,16.317200000000003
7,2015-11-01,Labels,0.0,44.400000000000006,3,22.200000000000003
8,2015-11-01,Labels,0.2,47.80800000000001,12,15.537599999999998
9,2015-11-01,Paper,0.0,189.34,8,91.9206
10,2015-11-01,Paper,0.2,15.696000000000002,3,5.1011999999999995
11,2015-11-01,Phones,0.2,3118.7839999999997,16,412.70709999999974
12,2015-11-01,Storage,0.0,69.52,2,19.465600000000002
13,2015-11-01,Storage,0.2,443.92,5,-94.33299999999997
14,2015-11-01,Accessories,0.0,0.0,0,0.0
15,2015-11-01,Chairs,0.0,0.0,0,0.0
16,2015-11-01,Tables,0.0,0.0,0,0.0
17,2015-11-01,Envelopes,0.0,0.0,0,0.0
18,2015-11-01,Bookcases,0.0,0.0,0,0.0
19,2015-11-01,Supplies,0.0,0.0,0,0.0
20,2015-11-01,Machines,0.0,0.0,0,0.0
21,2015-11-01,Copiers,0.0,0.0,0,0.0
22,2015-11-02,Accessories,0.0,41.94,2,15.098399999999998
23,2015-11-02,Accessories,0.2,799.9200000000001,10,239.976
24,2015-11-02,Binders,0.7,19.242,3,-13.4694
25,2015-11-02,Furnishings,0.0,89.34,6,24.121800000000004
26,2015-11-02,Labels,0.0,34.86,7,16.0356
27,2015-11-02,Phones,0.2,187.95200000000003,6,17.605399999999996
28,2015-11-02,Phones,0.4,590.1959999999999,13,-118.03920000000002
29,2015-11-02,Storage,0.0,362.92,2,105.24679999999995
30,2015-11-02,Paper,0.0,0.0,0,0.0
31,2015-11-02,Art,0.0,0.0,0,0.0
32,2015-11-02,Chairs,0.0,0.0,0,0.0
33,2015-11-02,Appliances,0.0,0.0,0,0.0
34,2015-11-02,Tables,0.0,0.0,0,0.0
35,2015-11-02,Envelopes,0.0,0.0,0,0.0
36,2015-11-02,Bookcases,0.0,0.0,0,0.0
37,2015-11-02,Fasteners,0.0,0.0,0,0.0
38,2015-11-02,Supplies,0.0,0.0,0,0.0
39,2015-11-02,Machines,0.0,0.0,0,0.0
40,2015-11-02,Copiers,0.0,0.0,0,0.0
41,2015-11-03,Accessories,0.0,89.97,3,18.893699999999995
42,2015-11-03,Art,0.0,6.72,4,3.36
43,2015-11-03,Binders,0.0,5.76,2,2.8224
44,2015-11-03,Binders,0.2,56.752,4,21.183799999999998
45,2015-11-03,Binders,0.7,14.301000000000002,7,-10.487400000000001
46,2015-11-03,Furnishings,0.2,410.352,3,-51.29400000000004
47,2015-11-03,Paper,0.2,147.34400000000002,11,49.72859999999999
48,2015-11-03,Phones,0.0,783.96,4,219.50880000000006
49,2015-11-03,Storage,0.2,25.983999999999998,2,-1.6239999999999997
50,2015-11-03,Supplies,0.0,11.64,3,3.3755999999999986
51,2015-11-03,Supplies,0.2,286.34400000000005,3,-64.4274
52,2015-11-03,Tables,0.4,945.0360000000001,6,-299.2614000000001
53,2015-11-03,Chairs,0.0,0.0,0,0.0
54,2015-11-03,Appliances,0.0,0.0,0,0.0
55,2015-11-03,Labels,0.0,0.0,0,0.0
56,2015-11-03,Envelopes,0.0,0.0,0,0.0
57,2015-11-03,Bookcases,0.0,0.0,0,0.0
58,2015-11-03,Fasteners,0.0,0.0,0,0.0
59,2015-11-03,Machines,0.0,0.0,0,0.0
60,2015-11-03,Copiers,0.0,0.0,0,0.0
61,2015-11-04,Accessories,0.0,360.0,4,129.6
62,2015-11-04,Appliances,0.2,58.24000000000001,5,5.096
63,2015-11-04,Art,0.0,2.94,1,0.7938000000000001
64,2015-11-04,Binders,0.2,74.0,7,27.099199999999996
65,2015-11-04,Chairs,0.1,135.882,1,24.156800000000004
66,2015-11-04,Fasteners,0.2,8.376000000000001,3,2.7222
67,2015-11-04,Furnishings,0.0,35.34,2,13.429200000000002
68,2015-11-04,Machines,0.0,3991.98,2,1995.99
69,2015-11-04,Machines,0.2,447.9680000000001,4,139.98999999999995
70,2015-11-04,Paper,0.0,19.44,3,9.3312
71,2015-11-04,Phones,0.0,275.94,6,80.0226
72,2015-11-04,Phones,0.2,666.344,7,66.63439999999997
73,2015-11-04,Storage,0.0,43.57,1,13.070999999999998
74,2015-11-04,Tables,0.2,573.728,4,-64.54439999999997
75,2015-11-04,Labels,0.0,0.0,0,0.0
76,2015-11-04,Envelopes,0.0,0.0,0,0.0
77,2015-11-04,Bookcases,0.0,0.0,0,0.0
78,2015-11-04,Supplies,0.0,0.0,0,0.0
79,2015-11-04,Copiers,0.0,0.0,0,0.0
80,2015-11-05,Accessories,0.0,47.79,3,16.2486
81,2015-11-05,Accessories,0.2,109.976,7,10.3496
82,2015-11-05,Binders,0.7,13.194,2,-8.795999999999996
83,2015-11-05,Chairs,0.0,149.9,5,40.473
84,2015-11-05,Furnishings,0.0,20.04,6,8.817600000000002
85,2015-11-05,Furnishings,0.2,273.568,2,-34.196000000000026
86,2015-11-05,Storage,0.2,1080.096,6,-94.5084
87,2015-11-05,Paper,0.0,0.0,0,0.0
88,2015-11-05,Phones,0.0,0.0,0,0.0
