,Order Date,Sub-Category,Discount,Sales,Quantity,Profit
0,2015-02-01,Accessories,0.0,468.90000000000003,6,206.31600000000006
1,2015-02-01,Paper,0.0,0.0,0,0.0
2,2015-02-01,Binders,0.0,0.0,0,0.0
3,2015-02-01,Furnishings,0.0,0.0,0,0.0
4,2015-02-01,Phones,0.0,0.0,0,0.0
5,2015-02-01,Storage,0.0,0.0,0,0.0
6,2015-02-01,Art,0.0,0.0,0,0.0
7,2015-02-01,Chairs,0.0,0.0,0,0.0
8,2015-02-01,Appliances,0.0,0.0,0,0.0
9,2015-02-01,Labels,0.0,0.0,0,0.0
10,2015-02-01,Tables,0.0,0.0,0,0.0
11,2015-02-01,Envelopes,0.0,0.0,0,0.0
12,2015-02-01,Bookcases,0.0,0.0,0,0.0
13,2015-02-01,Fasteners,0.0,0.0,0,0.0
14,2015-02-01,Supplies,0.0,0.0,0,0.0
15,2015-02-01,Machines,0.0,0.0,0,0.0
16,2015-02-01,Copiers,0.0,0.0,0,0.0
17,2015-02-02,Binders,0.7,18.336000000000002,2,-12.224
18,2015-02-02,Fasteners,0.0,12.350000000000001,5,5.8045
19,2015-02-02,Phones,0.2,180.96,5,13.571999999999996
20,2015-02-02,Paper,0.0,0.0,0,0.0
21,2015-02-02,Furnishings,0.0,0.0,0,0.0
22,2015-02-02,Storage,0.0,0.0,0,0.0
23,2015-02-02,Art,0.0,0.0,0,0.0
24,2015-02-02,Accessories,0.0,0.0,0,0.0
25,2015-02-02,Chairs,0.0,0.0,0,0.0
26,2015-02-02,Appliances,0.0,0.0,0,0.0
27,2015-02-02,Labels,0.0,0.0,0,0.0
28,2015-02-02,Tables,0.0,0.0,0,0.0
29,2015-02-02,Envelopes,0.0,0.0,0,0.0
30,2015-02-02,Bookcases,0.0,0.0,0,0.0
31,2015-02-02,Supplies,0.0,0.0,0,0.0
32,2015-02-02,Machines,0.0,0.0,0,0.0
33,2015-02-02,Copiers,0.0,0.0,0,0.0
34,2015-02-03,Binders,0.2,97.11200000000001,5,31.5614
35,2015-02-03,Paper,0.0,0.0,0,0.0
36,2015-02-03,Furnishings,0.0,0.0,0,0.0
37,2015-02-03,Phones,0.0,0.0,0,0.0
38,2015-02-03,Storage,0.0,0.0,0,0.0
39,2015-02-03,Art,0.0,0.0,0,0.0
40,2015-02-03,Accessories,0.0,0.0,0,0.0
41,2015-02-03,Chairs,0.0,0.0,0,0.0
42,2015-02-03,Appliances,0.0,0.0,0,0.0
43,2015-02-03,Labels,0.0,0.0,0,0.0
44,2015-02-03,Tables,0.0,0.0,0,0.0
45,2015-02-03,Envelopes,0.0,0.0,0,0.0
46,2015-02-03,Bookcases,0.0,0.0,0,0.0
47,2015-02-03,Fasteners,0.0,0.0,0,0.0
48,2015-02-03,Supplies,0.0,0.0,0,0.0
49,2015-02-03,Machines,0.0,0.0,0,0.0
50,2015-02-03,Copiers,0.0,0.0,0,0.0
51,2015-02-04,Binders,0.2,100.144,5,35.050399999999996
52,2015-02-04,Paper,0.0,34.24,4,16.0928
53,2015-02-04,Furnishings,0.0,0.0,0,0.0
54,2015-02-04,Phones,0.0,0.0,0,0.0
55,2015-02-04,Storage,0.0,0.0,0,0.0
56,2015-02-04,Art,0.0,0.0,0,0.0
57,2015-02-04,Accessories,0.0,0.0,0,0.0
58,2015-02-04,Chairs,0.0,0.0,0,0.0
59,2015-02-04,Appliances,0.0,0.0,0,0.0
60,2015-02-04,Labels,0.0,0.0,0,0.0
61,2015-02-04,Tables,0.0,0.0,0,0.0
62,2015-02-04,Envelopes,0.0,0.0,0,0.0
63,2015-02-04,Bookcases,0.0,0.0,0,0.0
64,2015-02-04,Fasteners,0.0,0.0,0,0.0
65,2015-02-04,Supplies,0.0,0.0,0,0.0
66,2015-02-04,Machines,0.0,0.0,0,0.0
67,2015-02-04,Copiers,0.0,0.0,0,0.0
68,2015-02-06,Binders,0.8,8.951999999999998,2,-14.770800000000001
69,2015-02-06,Labels,0.0,15.0,4,7.199999999999999
70,2015-02-06,Phones,0.0,306.56,6,84.05409999999999
71,2015-02-06,Paper,0.0,0.0,0,0.0
72,2015-02-06,Furnishings,0.0,0.0,0,0.0
73,2015-02-06,Storage,0.0,0.0,0,0.0
74,2015-02-06,Art,0.0,0.0,0,0.0
75,2015-02-06,Accessories,0.0,0.0,0,0.0
76,2015-02-06,Chairs,0.0,0.0,0,0.0
77,2015-02-06,Appliances,0.0,0.0,0,0.0
78,2015-02-06,Tables,0.0,0.0,0,0.0
79,2015-02-06,Envelopes,0.0,0.0,0,0.0
80,2015-02-06,Bookcases,0.0,0.0,0,0.0
81,2015-02-06,Fasteners,0.0,0.0,0,0.0
